gene_id	symbol	description	biotype	locus	has_ortholog	human_gene_name
ENSCAFG00000012269	C2CD2L	C2CD2 like [Source:VGNC Symbol;Acc:VGNC:38589]	protein_coding	5:14747208-14755925	1	C2CD2L
ENSCAFG00000016983	RAB8B	RAB8B, member RAS oncogene family [Source:VGNC Symbol;Acc:VGNC:45296]	protein_coding	30:27784387-27842065	1	RAB8B
ENSCAFG00000018620	GPR108	G protein-coupled receptor 108 [Source:VGNC Symbol;Acc:VGNC:41393]	protein_coding	20:53554445-53565239	1	GPR108
ENSCAFG00000004858	CIC	capicua transcriptional repressor [Source:VGNC Symbol;Acc:VGNC:39270]	protein_coding	1:112082265-112105082	1	CIC
ENSCAFG00000001995	FANCG	FA complementation group G [Source:VGNC Symbol;Acc:VGNC:40722]	protein_coding	11:51652944-51659751	1	FANCG
ENSCAFG00000006612	SUCLG2	succinate-CoA ligase GDP-forming beta subunit [Source:VGNC Symbol;Acc:VGNC:46967]	protein_coding	20:23895802-24182869	1	SUCLG2
ENSCAFG00000009496	NAB1	NGFI-A binding protein 1 [Source:VGNC Symbol;Acc:VGNC:43600]	protein_coding	37:1207638-1241610	1	NAB1
ENSCAFG00000013522	AGPS	alkylglycerone phosphate synthase [Source:VGNC Symbol;Acc:VGNC:37714]	protein_coding	36:21131641-21329467	1	AGPS
ENSCAFG00000015008	GORAB	golgin, RAB6 interacting [Source:VGNC Symbol;Acc:VGNC:41350]	protein_coding	7:28221064-28241012	1	GORAB
ENSCAFG00000028682	TBCA	tubulin folding cofactor A [Source:VGNC Symbol;Acc:VGNC:53246]	protein_coding	3:28910025-29025297	1	TBCA
ENSCAFG00000001943	CBWD1	COBW domain containing 1 [Source:NCBI gene;Acc:484176]	protein_coding	1:89063511-89121360	0	<none>
ENSCAFG00000001489	ZFAND3	zinc finger AN1-type containing 3 [Source:VGNC Symbol;Acc:VGNC:48602]	protein_coding	12:6820354-7139722	1	ZFAND3
ENSCAFG00000002788	TRA2A	transformer 2 alpha homolog [Source:VGNC Symbol;Acc:VGNC:47758]	protein_coding	14:37160872-37183274	1	TRA2A
ENSCAFG00000003351	TMEM268	transmembrane protein 268 [Source:VGNC Symbol;Acc:VGNC:47567]	protein_coding	11:68767504-68791368	1	TMEM268
ENSCAFG00000005526	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta [Source:VGNC Symbol;Acc:VGNC:51803]	protein_coding	16:23359813-23419075	1	IKBKB
ENSCAFG00000009483	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:40732]	protein_coding	35:5460664-5948574	1	FARS2
ENSCAFG00000010593	GSTO1	glutathione S-transferase omega 1 [Source:VGNC Symbol;Acc:VGNC:41536]	protein_coding	28:16569066-16619880	1	GSTO1
ENSCAFG00000012912	DHX32	DEAH-box helicase 32 (putative) [Source:VGNC Symbol;Acc:VGNC:52988]	protein_coding	28:34999204-35035964	1	DHX32
ENSCAFG00000015752	RCC2	regulator of chromosome condensation 2 [Source:VGNC Symbol;Acc:VGNC:45441]	protein_coding	2:80869369-80885928	1	RCC2
ENSCAFG00000017181	MAT2B	methionine adenosyltransferase 2B [Source:VGNC Symbol;Acc:VGNC:43038]	protein_coding	4:47709576-47726360	1	MAT2B
ENSCAFG00000046247		zinc finger protein 671 [Source:NCBI gene;Acc:102152916]	protein_coding	1:99954714-100008479	1	ZNF671
ENSCAFG00000012544	COPA	COPI coat complex subunit alpha [Source:VGNC Symbol;Acc:VGNC:39503]	protein_coding	38:21892993-21936458	1	COPA
ENSCAFG00000013046	CEP19	centrosomal protein 19 [Source:VGNC Symbol;Acc:VGNC:39123]	protein_coding	33:29735351-29741128	1	CEP19
ENSCAFG00000002541	YBX1	Y-box binding protein 1 [Source:NCBI gene;Acc:607025]	protein_coding	15:646584-666329	1	YBX1
ENSCAFG00000004030	CMPK1	cytidine/uridine monophosphate kinase 1 [Source:VGNC Symbol;Acc:VGNC:39379]	protein_coding	15:13326185-13358152	1	CMPK1
ENSCAFG00000009772	THYN1	thymocyte nuclear protein 1 [Source:VGNC Symbol;Acc:VGNC:53457]	protein_coding	5:993705-999597	1	THYN1
ENSCAFG00000010637	ANKRD13A	ankyrin repeat domain 13A [Source:VGNC Symbol;Acc:VGNC:37884]	protein_coding	26:17137297-17167932	1	ANKRD13A
ENSCAFG00000014827	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:VGNC Symbol;Acc:VGNC:40540]	protein_coding	9:20264552-20290712	1	EZH1
ENSCAFG00000017097	OAZ2	ornithine decarboxylase antizyme 2 [Source:VGNC Symbol;Acc:VGNC:44090]	protein_coding	30:29122556-29126512	1	OAZ2
ENSCAFG00000018081	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1 [Source:VGNC Symbol;Acc:VGNC:46729]	protein_coding	5:39940165-40137627	1	SPECC1
ENSCAFG00000029254			pseudogene	1:99575916-99577511	0	<none>
ENSCAFG00000046027			lncRNA	7:75186071-75187406	0	<none>
ENSCAFG00000019678	ENTR1	endosome associated trafficking regulator 1 [Source:VGNC Symbol;Acc:VGNC:54700]	protein_coding	9:49083499-49089023	1	ENTR1
ENSCAFG00000000411	MRPS18B	mitochondrial ribosomal protein S18B [Source:VGNC Symbol;Acc:VGNC:43413]	protein_coding	12:435180-441161	1	MRPS18B
ENSCAFG00000003056	PLEKHA8	pleckstrin homology domain containing A8 [Source:VGNC Symbol;Acc:VGNC:54791]	protein_coding	14:42807290-42889602	1	PLEKHA8
ENSCAFG00000003748	GEN1	GEN1 Holliday junction 5' flap endonuclease [Source:VGNC Symbol;Acc:VGNC:41179]	protein_coding	17:13201777-13232120	1	GEN1
ENSCAFG00000005384	CCNB1IP1	cyclin B1 interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:38894]	protein_coding	15:17673609-17695336	1	CCNB1IP1
ENSCAFG00000007301	CWC27	CWC27 spliceosome associated cyclophilin [Source:VGNC Symbol;Acc:VGNC:39743]	protein_coding	2:50655037-50846604	1	CWC27
ENSCAFG00000012766	UBE4A	ubiquitination factor E4A [Source:VGNC Symbol;Acc:VGNC:48072]	protein_coding	5:15341141-15370294	1	UBE4A
ENSCAFG00000016824	CYB5D1	cytochrome b5 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:53329]	protein_coding	5:32714187-32715680	1	CYB5D1
ENSCAFG00000017347	COX11	cytochrome c oxidase copper chaperone COX11 [Source:VGNC Symbol;Acc:VGNC:55720]	protein_coding	9:30055171-30079833	1	COX11
ENSCAFG00000017939	ERI2	ERI1 exoribonuclease family member 2 [Source:VGNC Symbol;Acc:VGNC:54019]	protein_coding	6:24549869-24556711	1	ERI2
ENSCAFG00000018140	TADA2A	transcriptional adaptor 2A [Source:VGNC Symbol;Acc:VGNC:47070]	protein_coding	9:37188249-37241512	1	TADA2A
ENSCAFG00000029911	ZNF768	zinc finger protein 768 [Source:VGNC Symbol;Acc:VGNC:54099]	protein_coding	6:17593361-17599271	1	ZNF768
ENSCAFG00000017922	UBL7	ubiquitin like 7 [Source:VGNC Symbol;Acc:VGNC:48079]	protein_coding	30:37564058-37577152	1	UBL7
ENSCAFG00000001075	ACO2	aconitase 2 [Source:VGNC Symbol;Acc:VGNC:37514]	protein_coding	10:23742333-23798498	1	ACO2
ENSCAFG00000001778	ANXA1	annexin A1 [Source:VGNC Symbol;Acc:VGNC:37937]	protein_coding	1:84744163-84763011	1	ANXA1
ENSCAFG00000002856	CYCS	cytochrome c, somatic [Source:VGNC Symbol;Acc:VGNC:50288]	protein_coding	14:38579446-38581983	1	CYCS
ENSCAFG00000005105	MYCBP2	MYC binding protein 2 [Source:VGNC Symbol;Acc:VGNC:43528]	protein_coding	22:30615369-30874370	1	MYCBP2
ENSCAFG00000007971	KATNBL1	katanin regulatory subunit B1 like 1 [Source:VGNC Symbol;Acc:VGNC:42219]	protein_coding	30:910613-923890	1	KATNBL1
ENSCAFG00000009789	YAF2	YY1 associated factor 2 [Source:VGNC Symbol;Acc:VGNC:49709]	protein_coding	27:11675909-11744683	1	YAF2
ENSCAFG00000017191	TMED8	transmembrane p24 trafficking protein family member 8 [Source:VGNC Symbol;Acc:VGNC:47441]	protein_coding	8:50156060-50164339	1	TMED8
ENSCAFG00000004445	IPP	intracisternal A particle-promoted polypeptide [Source:VGNC Symbol;Acc:VGNC:42070]	protein_coding	15:14621600-14669561	1	IPP
ENSCAFG00000006848	TRIM44	tripartite motif containing 44 [Source:VGNC Symbol;Acc:VGNC:47823]	protein_coding	18:32247146-32351648	1	TRIM44
ENSCAFG00000009801	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A [Source:VGNC Symbol;Acc:VGNC:40155]	protein_coding	31:32511502-32652572	1	DYRK1A
ENSCAFG00000014404	ARMC6	armadillo repeat containing 6 [Source:VGNC Symbol;Acc:VGNC:38127]	protein_coding	20:44080541-44092501	1	ARMC6
ENSCAFG00000017354	SPATA7	spermatogenesis associated 7 [Source:VGNC Symbol;Acc:VGNC:46719]	protein_coding	8:59658365-59697318	1	AL049834.1
ENSCAFG00000020102	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:VGNC Symbol;Acc:VGNC:37796]	protein_coding	6:54155584-54324901	1	ALG14
ENSCAFG00000044970	CDKN2D	cyclin dependent kinase inhibitor 2D [Source:NCBI gene;Acc:611216]	protein_coding	20:50607674-50609482	1	CDKN2D
ENSCAFG00000047077	STMP1	uncharacterized protein C7orf73 [Source:NCBI gene;Acc:102154691]	protein_coding	16:12586975-12602256	1	STMP1
ENSCAFG00000049294			lncRNA	AAEX03023460.1:9874-11251	0	<none>
ENSCAFG00000011729	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:VGNC Symbol;Acc:VGNC:41776]	protein_coding	26:19933281-20157058	1	HPS4
ENSCAFG00000014239	SF1	splicing factor 1 [Source:VGNC Symbol;Acc:VGNC:46066]	protein_coding	18:52380211-52393048	1	SF1
ENSCAFG00000014586	USP5	ubiquitin specific peptidase 5 [Source:VGNC Symbol;Acc:VGNC:48201]	protein_coding	27:38158834-38172071	1	USP5
ENSCAFG00000015414	CREG1	cellular repressor of E1A stimulated genes 1 [Source:VGNC Symbol;Acc:VGNC:39605]	protein_coding	7:30873556-30883370	1	CREG1
ENSCAFG00000020298	TANGO6	transport and golgi organization 6 homolog [Source:VGNC Symbol;Acc:VGNC:47100]	protein_coding	5:80532865-80748563	1	TANGO6
ENSCAFG00000020658	SNORA16A	small nucleolar RNA, H/ACA box 16A [Source:HGNC Symbol;Acc:HGNC:32605]	snoRNA	2:71915775-71915909	0	<none>
ENSCAFG00000045780	Metazoa_SRP	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	misc_RNA	37:28667584-28667864	0	<none>
ENSCAFG00000010816	PTP4A2	protein tyrosine phosphatase 4A2 [Source:VGNC Symbol;Acc:VGNC:45162]	protein_coding	2:69223615-69236292	1	PTP4A2
ENSCAFG00000004086	UBN2	ubinuclein 2 [Source:VGNC Symbol;Acc:VGNC:48082]	protein_coding	16:9446345-9510625	1	UBN2
ENSCAFG00000005904	FEZ2	fasciculation and elongation protein zeta 2 [Source:VGNC Symbol;Acc:VGNC:40828]	protein_coding	17:29044355-29086100	1	FEZ2
ENSCAFG00000013361	KDM1A	lysine demethylase 1A [Source:VGNC Symbol;Acc:VGNC:42318]	protein_coding	2:76156434-76375632	1	KDM1A
ENSCAFG00000020254	NFAT5	nuclear factor of activated T cells 5 [Source:VGNC Symbol;Acc:VGNC:43765]	protein_coding	5:80003587-80115096	1	NFAT5
ENSCAFG00000023363	CNDP2	carnosine dipeptidase 2 [Source:VGNC Symbol;Acc:VGNC:39392]	protein_coding	1:4914737-4929449	1	CNDP2
ENSCAFG00000029831	CRBN	cereblon [Source:NCBI gene;Acc:476551]	protein_coding	20:14240804-14274940	1	CRBN
ENSCAFG00000032076	PDCD7	programmed cell death 7 [Source:VGNC Symbol;Acc:VGNC:59123]	protein_coding	30:29475498-29510575	1	PDCD7
ENSCAFG00000003353		family with sequence similarity 136 member A [Source:NCBI gene;Acc:612657]	protein_coding	10:68838685-68841747	0	<none>
ENSCAFG00000005857	GGACT	gamma-glutamylamine cyclotransferase [Source:VGNC Symbol;Acc:VGNC:41196]	protein_coding	22:50429190-50470657	1	GGACT
ENSCAFG00000005993	SHLD1	shieldin complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:52529]	protein_coding	24:15957852-16038008	1	SHLD1
ENSCAFG00000007504	AHCY	adenosylhomocysteinase [Source:VGNC Symbol;Acc:VGNC:37724]	protein_coding	24:23411140-23419767	1	AHCY
ENSCAFG00000008587	SPATS2	spermatogenesis associated serine rich 2 [Source:VGNC Symbol;Acc:VGNC:46721]	protein_coding	27:5112382-5179466	1	SPATS2
ENSCAFG00000010336	MTMR10	myotubularin related protein 10 [Source:VGNC Symbol;Acc:VGNC:43479]	protein_coding	3:37960004-38011344	1	MTMR10
ENSCAFG00000012220	PRELID3B	PRELI domain containing 3B [Source:VGNC Symbol;Acc:VGNC:44958]	protein_coding	24:43775975-43784400	1	PRELID3B
ENSCAFG00000017478	TTC8	tetratricopeptide repeat domain 8 [Source:VGNC Symbol;Acc:VGNC:47963]	protein_coding	8:60061732-60115075	1	TTC8
ENSCAFG00000017701	DICER1	dicer 1, ribonuclease III [Source:VGNC Symbol;Acc:VGNC:39958]	protein_coding	8:63972027-64019879	1	DICER1
ENSCAFG00000018507	UTP6	UTP6 small subunit processome component [Source:VGNC Symbol;Acc:VGNC:48214]	protein_coding	9:41055241-41093475	1	UTP6
ENSCAFG00000025324	CLEC4D	C-type lectin domain family 4 member D [Source:NCBI gene;Acc:611536]	protein_coding	27:37551064-37558847	1	CLEC4D
ENSCAFG00000019818	VPS9D1	VPS9 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:48301]	protein_coding	5:63859134-63870158	1	VPS9D1
ENSCAFG00000007755	MAT2A	methionine adenosyltransferase 2A [Source:VGNC Symbol;Acc:VGNC:49922]	protein_coding	17:39525626-39532512	1	MAT2A
ENSCAFG00000000512	SRFBP1	serum response factor binding protein 1 [Source:VGNC Symbol;Acc:VGNC:46800]	protein_coding	11:11940280-12000962	1	SRFBP1
ENSCAFG00000003902	CDK19	cyclin dependent kinase 19 [Source:VGNC Symbol;Acc:VGNC:39050]	protein_coding	12:67231463-67327084	1	CDK19
ENSCAFG00000005272	SEC22C	SEC22 homolog C, vesicle trafficking protein [Source:VGNC Symbol;Acc:VGNC:45968]	protein_coding	23:11684002-11706184	1	SEC22C
ENSCAFG00000005462	XRRA1	X-ray radiation resistance associated 1 [Source:VGNC Symbol;Acc:VGNC:48473]	protein_coding	21:23516686-23570535	1	XRRA1
ENSCAFG00000007295	SREK1IP1	SREK1 interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:46798]	protein_coding	2:50612272-50654746	1	SREK1IP1
ENSCAFG00000012418	SSB	small RNA binding exonuclease protection factor La [Source:VGNC Symbol;Acc:VGNC:58552]	protein_coding	36:14465129-14476609	1	SSB
ENSCAFG00000016815	PSEN1	presenilin 1 [Source:VGNC Symbol;Acc:VGNC:45085]	protein_coding	8:46495624-46569532	1	PSEN1
ENSCAFG00000018947	NUBP1	nucleotide binding protein 1 [Source:VGNC Symbol;Acc:VGNC:44017]	protein_coding	6:31896596-31921989	1	NUBP1
ENSCAFG00000019838	RXRA	retinoid X receptor alpha [Source:VGNC Symbol;Acc:VGNC:45817]	protein_coding	9:50484567-50573119	1	RXRA
ENSCAFG00000012715	LMLN	leishmanolysin like peptidase [Source:VGNC Symbol;Acc:VGNC:42716]	protein_coding	33:28655631-28738568	1	LMLN
ENSCAFG00000001500	OPLAH	5-oxoprolinase, ATP-hydrolysing [Source:VGNC Symbol;Acc:VGNC:49607]	pseudogene	13:37555045-37564810	0	<none>
ENSCAFG00000007394	ABHD6	abhydrolase domain containing 6 [Source:VGNC Symbol;Acc:VGNC:37472]	protein_coding	20:32302104-32330998	1	ABHD6
ENSCAFG00000010245	METTL15	methyltransferase like 15 [Source:VGNC Symbol;Acc:VGNC:52267]	protein_coding	21:48580037-48756562	1	METTL15
ENSCAFG00000010811	LRRC28	leucine rich repeat containing 28 [Source:VGNC Symbol;Acc:VGNC:42794]	protein_coding	3:41337328-41496755	1	LRRC28
ENSCAFG00000014862	SSBP4	single stranded DNA binding protein 4 [Source:VGNC Symbol;Acc:VGNC:46828]	protein_coding	20:44598920-44613266	1	SSBP4
ENSCAFG00000017590	SMG8	SMG8 nonsense mediated mRNA decay factor [Source:NCBI gene;Acc:491116]	protein_coding	9:33759132-33935412	1	SMG8
ENSCAFG00000020195	ZNF326	zinc finger protein 326 [Source:VGNC Symbol;Acc:VGNC:48699]	protein_coding	6:58598416-58632776	1	ZNF326
ENSCAFG00000042294	C12orf43	chromosome 26 C12orf43 homolog [Source:NCBI gene;Acc:611555]	protein_coding	26:16826489-16835796	1	C12orf43
ENSCAFG00000010552	RO60	Ro60, Y RNA binding protein [Source:VGNC Symbol;Acc:VGNC:47864]	protein_coding	38:5975935-5997945	1	RO60
ENSCAFG00000001385	FAM227A	family with sequence similarity 227 member A [Source:NCBI gene;Acc:610126]	protein_coding	10:26139315-26213928	1	FAM227A
ENSCAFG00000006794	GTF3A	general transcription factor IIIA [Source:VGNC Symbol;Acc:VGNC:58304]	protein_coding	25:12166981-12230467	1	GTF3A
ENSCAFG00000012581	CEP85	centrosomal protein 85 [Source:VGNC Symbol;Acc:VGNC:39140]	protein_coding	2:73741648-73767968	1	CEP85
ENSCAFG00000013745	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6 [Source:VGNC Symbol;Acc:VGNC:38470]	protein_coding	30:11811339-11937353	1	BLOC1S6
ENSCAFG00000016383	STARD3	StAR related lipid transfer domain containing 3 [Source:VGNC Symbol;Acc:VGNC:46882]	protein_coding	9:22814460-22837426	1	STARD3
ENSCAFG00000041177			lncRNA	11:5308985-5312362	0	<none>
ENSCAFG00000014441	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12 [Source:NCBI gene;Acc:489039]	protein_coding	4:22965967-22980292	1	DNAJB12
ENSCAFG00000006000		ERCC excision repair 5, endonuclease [Source:NCBI gene;Acc:100855935]	protein_coding	22:52301801-52373528	0	<none>
ENSCAFG00000010479	FAM118B	family with sequence similarity 118 member B [Source:VGNC Symbol;Acc:VGNC:40585]	protein_coding	5:8253655-8290731	1	FAM118B
ENSCAFG00000010692	USF3	upstream transcription factor family member 3 [Source:VGNC Symbol;Acc:VGNC:53089]	protein_coding	33:17948228-17968319	1	USF3
ENSCAFG00000010775	MEF2A	myocyte enhancer factor 2A [Source:VGNC Symbol;Acc:VGNC:43143]	protein_coding	3:41015713-41179448	1	MEF2A
ENSCAFG00000011967	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B [Source:VGNC Symbol;Acc:VGNC:46574]	protein_coding	2:72418872-72450737	1	SMPDL3B
ENSCAFG00000014876	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:VGNC Symbol;Acc:VGNC:38421]	protein_coding	37:25264012-25266516	1	BCS1L
ENSCAFG00000018779	PROCA1	protein interacting with cyclin A1 [Source:VGNC Symbol;Acc:VGNC:45007]	protein_coding	9:42897392-42904432	1	PROCA1
ENSCAFG00000028220	RNaseP_nuc	Nuclear RNase P [Source:RFAM;Acc:RF00009]	ribozyme	15:17705308-17705740	0	<none>
ENSCAFG00000010715	TXLNA	taxilin alpha [Source:VGNC Symbol;Acc:VGNC:48006]	protein_coding	2:69010513-69021674	1	TXLNA
ENSCAFG00000016264	DDB1	damage specific DNA binding protein 1 [Source:VGNC Symbol;Acc:VGNC:39829]	protein_coding	18:55064729-55097627	1	DDB1
ENSCAFG00000000125	NARS1	asparaginyl-tRNA synthetase 1 [Source:VGNC Symbol;Acc:VGNC:43625]	protein_coding	1:18321021-18337430	1	NARS1
ENSCAFG00000000970	SERHL2	serine hydrolase like 2 [Source:NCBI gene;Acc:474481]	protein_coding	10:22891095-22928110	1	SERHL2
ENSCAFG00000006006	FASN	fatty acid synthase [Source:VGNC Symbol;Acc:VGNC:40736]	protein_coding	9:232963-249092	1	FASN
ENSCAFG00000007240	IPO11	importin 11 [Source:VGNC Symbol;Acc:VGNC:49760]	protein_coding	2:48761796-48937124	1	IPO11
ENSCAFG00000007489	RILPL2	Rab interacting lysosomal protein like 2 [Source:VGNC Symbol;Acc:VGNC:45578]	protein_coding	26:6145937-6168625	1	RILPL2
ENSCAFG00000015513	USE1	unconventional SNARE in the ER 1 [Source:VGNC Symbol;Acc:VGNC:48171]	protein_coding	20:45507985-45510891	1	USE1
ENSCAFG00000019239	CCNQ	cyclin Q [Source:VGNC Symbol;Acc:VGNC:54126]	protein_coding	X:121409625-121418395	1	CCNQ
ENSCAFG00000019482	TPRG1L	tumor protein p63 regulated 1 like [Source:VGNC Symbol;Acc:VGNC:49848]	protein_coding	5:58157096-58159880	1	TPRG1L
ENSCAFG00000031832	CCDC115	coiled-coil domain containing 115 [Source:VGNC Symbol;Acc:VGNC:38784]	protein_coding	25:19027342-19030887	1	CCDC115
ENSCAFG00000032399	CCDC117	coiled-coil domain containing 117 [Source:VGNC Symbol;Acc:VGNC:38785]	protein_coding	26:22145775-22156449	1	CCDC117
ENSCAFG00000024183		Rap guanine nucleotide exchange factor 6 [Source:NCBI gene;Acc:609521]	protein_coding	11:19779386-19973584	1	RAPGEF6
ENSCAFG00000017735	GSKIP	GSK3B interacting protein [Source:VGNC Symbol;Acc:VGNC:41531]	protein_coding	8:65111414-65129622	1	GSKIP
ENSCAFG00000018166	ALDH3A2	aldehyde dehydrogenase 3 family member A2 [Source:VGNC Symbol;Acc:VGNC:53261]	protein_coding	5:40515030-40641463	1	ALDH3A2
ENSCAFG00000031251	DDA1	DET1 and DDB1 associated 1 [Source:VGNC Symbol;Acc:VGNC:39826]	protein_coding	20:45439682-45448525	1	DDA1
ENSCAFG00000003384	STK40	serine/threonine kinase 40 [Source:VGNC Symbol;Acc:VGNC:46923]	protein_coding	15:5894933-5932791	1	STK40
ENSCAFG00000003439	IL4I1	interleukin 4 induced 1 [Source:VGNC Symbol;Acc:VGNC:41988]	protein_coding	1:106657477-106673422	1	IL4I1
ENSCAFG00000008477	BLNK	B cell linker [Source:VGNC Symbol;Acc:VGNC:38466]	protein_coding	28:9622752-9732639	1	BLNK
ENSCAFG00000008627		acyl-CoA dehydrogenase family member 10 [Source:NCBI gene;Acc:486272]	protein_coding	26:9255527-9293440	0	<none>
ENSCAFG00000009325	WDR75	WD repeat domain 75 [Source:VGNC Symbol;Acc:VGNC:48387]	protein_coding	37:157455-190916	1	WDR75
ENSCAFG00000012317	TMEM237	transmembrane protein 237 [Source:VGNC Symbol;Acc:VGNC:47547]	protein_coding	37:10691743-10709606	1	TMEM237
ENSCAFG00000013916	SYVN1	synoviolin 1 [Source:VGNC Symbol;Acc:VGNC:47055]	protein_coding	18:52060347-52067582	1	SYVN1
ENSCAFG00000047957			pseudogene	10:46034499-46034947	0	<none>
ENSCAFG00000019998	SLC30A7	solute carrier family 30 member 7 [Source:VGNC Symbol;Acc:VGNC:46352]	protein_coding	6:49147142-49232241	1	SLC30A7
ENSCAFG00000011896	DCAF11	DDB1 and CUL4 associated factor 11 [Source:VGNC Symbol;Acc:VGNC:57371]	protein_coding	8:4116912-4123596	1	DCAF11
ENSCAFG00000012145	IP6K2	inositol hexakisphosphate kinase 2 [Source:VGNC Symbol;Acc:VGNC:42062]	protein_coding	20:40427083-40437804	1	IP6K2
ENSCAFG00000002233	NPR2	natriuretic peptide receptor 2 [Source:VGNC Symbol;Acc:VGNC:43929]	protein_coding	11:52321590-52339249	1	NPR2
ENSCAFG00000007132	MIPEP	mitochondrial intermediate peptidase [Source:VGNC Symbol;Acc:VGNC:43242]	protein_coding	25:14753596-14930369	1	MIPEP
ENSCAFG00000007746	PRIMPOL	primase and DNA directed polymerase [Source:VGNC Symbol;Acc:VGNC:44968]	protein_coding	16:45856042-45918761	1	PRIMPOL
ENSCAFG00000009231	GPD2	glycerol-3-phosphate dehydrogenase 2 [Source:VGNC Symbol;Acc:VGNC:41378]	protein_coding	36:2681188-2777535	1	GPD2
ENSCAFG00000011970	PARP14	poly(ADP-ribose) polymerase family member 14 [Source:VGNC Symbol;Acc:VGNC:53082]	protein_coding	33:25763255-25798198	1	PARP14
ENSCAFG00000014341	RFXANK	regulatory factor X associated ankyrin containing protein [Source:VGNC Symbol;Acc:VGNC:45511]	protein_coding	20:43977867-43983273	1	RFXANK
ENSCAFG00000018824	DHRS13	dehydrogenase/reductase 13 [Source:VGNC Symbol;Acc:VGNC:53206]	protein_coding	9:43052114-43071742	1	FLOT2
ENSCAFG00000019938	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:54912]	protein_coding	9:53119641-53261307	1	ABL1
