gene_id	symbol	description	biotype	locus	human_gene_id	human_gene_name
ENSFCAG00000022073	DTX1	deltex E3 ubiquitin ligase 1 [Source:NCBI gene;Acc:101088366]	protein_coding	D3:10761759-10795519	ENSG00000135144	DTX1
ENSFCAG00000015059	UPRT	uracil phosphoribosyltransferase homolog [Source:NCBI gene;Acc:101083245]	protein_coding	X:63658013-63687670	ENSG00000094841	UPRT
ENSFCAG00000009926	GRK3	G protein-coupled receptor kinase 3 [Source:NCBI gene;Acc:101090393]	protein_coding	D3:26637584-26764555	ENSG00000100077	GRK3
ENSFCAG00000045920	FOXC2	forkhead box C2 [Source:NCBI gene;Acc:111558062]	protein_coding	E2:61265438-61266958	ENSG00000176692	FOXC2
ENSFCAG00000006524	ABHD6	abhydrolase domain containing 6 [Source:NCBI gene;Acc:101099621]	protein_coding	A2:26196169-26250629	ENSG00000163686	ABHD6
ENSFCAG00000003164	SLCO3A1	solute carrier organic anion transporter family member 3A1 [Source:NCBI gene;Acc:101094021]	protein_coding	B3:10922278-11235679	ENSG00000176463	SLCO3A1
ENSFCAG00000004581	ID1	inhibitor of DNA binding 1, HLH protein [Source:NCBI gene;Acc:101097058]	protein_coding	A3:27361538-27363253	ENSG00000125968	ID1
ENSFCAG00000009182	LCP1	lymphocyte cytosolic protein 1 [Source:NCBI gene;Acc:101081857]	protein_coding	A1:24849565-24934333	ENSG00000136167	LCP1
ENSFCAG00000002134	PDK3	pyruvate dehydrogenase kinase 3 [Source:NCBI gene;Acc:101095314]	protein_coding	X:20750651-20816368	ENSG00000067992	PDK3
ENSFCAG00000040321	STX7	syntaxin 7 [Source:NCBI gene;Acc:101095016]	protein_coding	B2:122363806-122410369	ENSG00000079950	STX7
ENSFCAG00000030479	WDSUB1	bromodomain adjacent to zinc finger domain 2B [Source:NCBI gene;Acc:101093380]	protein_coding	C1:151300617-151353158	ENSG00000196151	WDSUB1
ENSFCAG00000037350	CHSY1	chondroitin sulfate synthase 1 [Source:NCBI gene;Acc:101083179]	protein_coding	B3:19559365-19630236	ENSG00000131873	CHSY1
ENSFCAG00000004290	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4 [Source:NCBI gene;Acc:101091019]	protein_coding	B1:203598516-203599172	ENSG00000186222	BLOC1S4
ENSFCAG00000013939	C1orf54	chromosome C1 C1orf54 homolog [Source:NCBI gene;Acc:101083610]	protein_coding	C1:105526480-105532057	ENSG00000118292	C1orf54
ENSFCAG00000041886	COL13A1	collagen type XIII alpha 1 chain [Source:NCBI gene;Acc:101098656]	protein_coding	D2:32834606-32981123	ENSG00000197467	COL13A1
ENSFCAG00000008671	BBS2	Bardet-Biedl syndrome 2 [Source:NCBI gene;Acc:101080673]	protein_coding	E2:35805072-35837695	ENSG00000125124	BBS2
ENSFCAG00000001973	LRRK1	leucine rich repeat kinase 1 [Source:NCBI gene;Acc:101082914]	protein_coding	B3:19338379-19484572	ENSG00000154237	LRRK1
ENSFCAG00000007361	MAMSTR	MEF2 activating motif and SAP domain containing transcriptional regulator [Source:NCBI gene;Acc:101085961]	protein_coding	E2:9049852-9055715	ENSG00000176909	MAMSTR
ENSFCAG00000025881	ABHD18	abhydrolase domain containing 18 [Source:NCBI gene;Acc:101083767]	protein_coding	B1:98862828-98888140	ENSG00000164074	ABHD18
ENSFCAG00000007411	LIG1	DNA ligase 1 [Source:NCBI gene;Acc:101093313]	protein_coding	E2:9485286-9524287	ENSG00000105486	LIG1
ENSFCAG00000009727	ABCC10	ATP binding cassette subfamily C member 10 [Source:NCBI gene;Acc:101087063]	protein_coding	B2:44202146-44221948	ENSG00000124574	ABCC10
ENSFCAG00000022150	HOXA7	homeobox A7 [Source:NCBI gene;Acc:101083253]	protein_coding	A2:120561767-120564831	ENSG00000122592	HOXA7
ENSFCAG00000026726	KLHDC8A	kelch domain containing 8A [Source:NCBI gene;Acc:101085016]	protein_coding	F1:45674369-45693922	ENSG00000162873	KLHDC8A
ENSFCAG00000035351	PET117	PET117 homolog [Source:NCBI gene;Acc:101099792]	protein_coding	A3:43640127-43643982	ENSG00000232838	PET117
ENSFCAG00000044175	ZBTB3	zinc finger and BTB domain containing 3 [Source:NCBI gene;Acc:101087943]	protein_coding	D1:108486184-108488520	ENSG00000185670	ZBTB3
ENSFCAG00000046458	CARF	calcium responsive transcription factor [Source:NCBI gene;Acc:101097333]	protein_coding	C1:189775093-189812400	ENSG00000138380	CARF
ENSFCAG00000018828	AP3B2	adaptor related protein complex 3 subunit beta 2 [Source:NCBI gene;Acc:101097898]	protein_coding	B3:4288931-4325181	ENSG00000103723	AP3B2
ENSFCAG00000015666	HCRTR1	hypocretin receptor 1 [Source:NCBI gene;Acc:101095509]	protein_coding	C1:23998774-24013128	ENSG00000121764	HCRTR1
ENSFCAG00000014218	PURG	purine rich element binding protein G [Source:NCBI gene;Acc:101091015]	protein_coding	B1:28894902-28934063	ENSG00000172733	PURG
ENSFCAG00000011828	SLC39A8	solute carrier family 39 member 8 [Source:NCBI gene;Acc:101096887]	protein_coding	B1:122066156-122158068	ENSG00000138821	SLC39A8
ENSFCAG00000008271	ALDOC	aldolase, fructose-bisphosphate C [Source:NCBI gene;Acc:101098666]	protein_coding	E1:18220081-18223686	ENSG00000109107	ALDOC
ENSFCAG00000005106	FGFR1OP	FGFR1 oncogene partner [Source:NCBI gene;Acc:101099885]	protein_coding	B2:152690074-152720698	ENSG00000213066	FGFR1OP
ENSFCAG00000002686	ARVCF	ARVCF, delta catenin family member [Source:NCBI gene;Acc:101096767]	protein_coding	D3:28360767-28404736	ENSG00000099889	ARVCF
ENSFCAG00000036364	BCL10	B cell CLL/lymphoma 10 [Source:NCBI gene;Acc:101099570]	protein_coding	C1:72208625-72221763	ENSG00000142867	BCL10
ENSFCAG00000022842	ZFP2	ZFP2 zinc finger protein [Source:NCBI gene;Acc:111556197]	protein_coding	A1:93474707-93476101	ENSG00000198939	ZFP2
ENSFCAG00000013416	SLC4A11	solute carrier family 4 member 11 [Source:NCBI gene;Acc:101095814]	protein_coding	A3:30209842-30222635	ENSG00000088836	SLC4A11
ENSFCAG00000010582	UBE3D	ubiquitin protein ligase E3D [Source:NCBI gene;Acc:101086229]	protein_coding	B2:77285734-77444488	ENSG00000118420	UBE3D
ENSFCAG00000018515	GATAD1	GATA zinc finger domain containing 1 [Source:NCBI gene;Acc:101086048]	protein_coding	A2:97562015-97571106	ENSG00000157259	GATAD1
ENSFCAG00000002528	NR1H3	nuclear receptor subfamily 1 group H member 3 [Source:NCBI gene;Acc:101092889]	protein_coding	D1:101270753-101283391	ENSG00000025434	NR1H3
ENSFCAG00000003445	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:NCBI gene;Acc:101087712]	protein_coding	A2:1577882-1583392	ENSG00000130332	LSM7
ENSFCAG00000012604	NR5A2	nuclear receptor subfamily 5 group A member 2 [Source:NCBI gene;Acc:101094231]	protein_coding	F1:40988139-41126663	ENSG00000116833	NR5A2
ENSFCAG00000009569	SMOC1	SPARC related modular calcium binding 1 [Source:NCBI gene;Acc:101080800]	protein_coding	B3:117773666-117934917	ENSG00000198732	SMOC1
ENSFCAG00000029905	JADE2	jade family PHD finger 2 [Source:NCBI gene;Acc:101100177]	protein_coding	A1:113493809-113542637	ENSG00000043143	JADE2
ENSFCAG00000045850	CBX2	chromobox 2 [Source:NCBI gene;Acc:101085589]	protein_coding	E1:60691595-60701243	ENSG00000173894	CBX2
ENSFCAG00000032339	RAB39A	RAB39A, member RAS oncogene family [Source:NCBI gene;Acc:101088514]	protein_coding	D1:6456693-6488110	ENSG00000179331	RAB39A
ENSFCAG00000036069		zinc finger protein 2 [Source:NCBI gene;Acc:101089933]	protein_coding	A3:107303595-107318041	ENSG00000233757	AC092835.1
ENSFCAG00000011013			protein_coding	D3:16830561-16832432	<none>	<none>
ENSFCAG00000025744	CDKL2	cyclin dependent kinase like 2 [Source:NCBI gene;Acc:101101561]	protein_coding	B1:146577614-146631313	ENSG00000138769	CDKL2
ENSFCAG00000042468		uncharacterized LOC111558286 [Source:NCBI gene;Acc:111558286]	protein_coding	E3:5074638-5093772	<none>	<none>
ENSFCAG00000030334	ELP4	elongator acetyltransferase complex subunit 4 [Source:NCBI gene;Acc:101086750]	protein_coding	D1:87755317-88001659	ENSG00000109911	ELP4
ENSFCAG00000004139	ZNF827	zinc finger protein 827 [Source:NCBI gene;Acc:101085201]	protein_coding	B1:83390510-83563156	ENSG00000151612	ZNF827
ENSFCAG00000030144	IRF2	interferon regulatory factor 2 [Source:NCBI gene;Acc:101089600]	protein_coding	B1:15381263-15492071	ENSG00000168310	IRF2
ENSFCAG00000041370	UQCC2	ubiquinol-cytochrome-c reductase complex assembly factor 2 [Source:NCBI gene;Acc:101093686]	protein_coding	B2:35246445-35261334	ENSG00000137288	UQCC2
ENSFCAG00000044562	SEMA4F	ssemaphorin 4F [Source:NCBI gene;Acc:101088923]	protein_coding	A3:93317554-93344830	ENSG00000135622	SEMA4F
ENSFCAG00000006692	CARD10	caspase recruitment domain family member 10 [Source:NCBI gene;Acc:101093117]	protein_coding	B4:133660963-133685136	ENSG00000100065	CARD10
ENSFCAG00000027414	SASH1	SAM and SH3 domain containing 1 [Source:NCBI gene;Acc:101098227]	protein_coding	B2:136501250-136836441	ENSG00000111961	SASH1
ENSFCAG00000007153	TTC31	tetratricopeptide repeat domain 31 [Source:NCBI gene;Acc:101086716]	protein_coding	A3:93173758-93181538	ENSG00000115282	TTC31
ENSFCAG00000036593	B9D1	B9 domain containing 1 [Source:NCBI gene;Acc:101097602]	protein_coding	E1:10896516-10911353	ENSG00000108641	B9D1
ENSFCAG00000000939	ADCY5	adenylate cyclase 5 [Source:NCBI gene;Acc:101100749]	protein_coding	C2:69015234-69163373	ENSG00000173175	ADCY5
ENSFCAG00000004159	DCLK1	doublecortin like kinase 1 [Source:NCBI gene;Acc:101083643]	protein_coding	A1:14676969-15018914	ENSG00000133083	DCLK1
ENSFCAG00000008060	OSBPL10	oxysterol binding protein like 10 [Source:NCBI gene;Acc:101091968]	protein_coding	C2:149752382-150069969	ENSG00000144645	OSBPL10
ENSFCAG00000007143	TLL2	tolloid like 2 [Source:NCBI gene;Acc:101086678]	protein_coding	D2:57713122-57835782	ENSG00000095587	TLL2
ENSFCAG00000022093	TSPYL2	TSPY like 2 [Source:NCBI gene;Acc:101091349]	protein_coding	X:46110557-46118231	ENSG00000184205	TSPYL2
ENSFCAG00000023296	ADAT2	adenosine deaminase, tRNA specific 2 [Source:NCBI gene;Acc:101095101]	protein_coding	B2:132136465-132166977	ENSG00000189007	ADAT2
ENSFCAG00000036208	COX16	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial [Source:NCBI gene;Acc:101081902]	protein_coding	B3:118173071-118189710	ENSG00000133983	COX16
ENSFCAG00000007416	NCAPD3	non-SMC condensin II complex subunit D3 [Source:NCBI gene;Acc:101097274]	protein_coding	D1:30831678-30896530	ENSG00000151503	NCAPD3
ENSFCAG00000006087	BLM	BLM RecQ like helicase [Source:NCBI gene;Acc:101100056]	protein_coding	B3:5367390-5427760	ENSG00000197299	BLM
ENSFCAG00000006249	SNX15	sorting nexin 15 [Source:NCBI gene;Acc:101082093]	protein_coding	D1:110212151-110223128	ENSG00000110025	SNX15
ENSFCAG00000026713	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:NCBI gene;Acc:101100516]	protein_coding	E1:2695162-2703817	ENSG00000183011	NAA38
ENSFCAG00000023195	MGME1	mitochondrial genome maintenance exonuclease 1 [Source:NCBI gene;Acc:101099287]	protein_coding	A3:43520291-43537372	ENSG00000125871	MGME1
ENSFCAG00000025849	ASB7	ankyrin repeat and SOCS box containing 7 [Source:NCBI gene;Acc:101099556]	protein_coding	B3:19011099-19063228	ENSG00000183475	ASB7
ENSFCAG00000001890			pseudogene	A3:15342191-15343647	<none>	<none>
ENSFCAG00000012867	PDE10A	phosphodiesterase 10A [Source:NCBI gene;Acc:101098715]	protein_coding	B2:151284196-151804471	ENSG00000112541	PDE10A
ENSFCAG00000008546	CHRDL1	chordin like 1 [Source:NCBI gene;Acc:101091681]	protein_coding	X:92802155-92921440	ENSG00000101938	CHRDL1
ENSFCAG00000015029	MED7	mediator complex subunit 7 [Source:NCBI gene;Acc:101100364]	protein_coding	A1:192983067-192983768	ENSG00000155868	MED7
ENSFCAG00000006388	ARHGAP33	Rho GTPase activating protein 33 [Source:NCBI gene;Acc:101101274]	protein_coding	E2:17828490-17839017	ENSG00000004777	ARHGAP33
ENSFCAG00000009191	PIH1D1	PIH1 domain containing 1 [Source:NCBI gene;Acc:101097192]	protein_coding	E2:8516234-8521062	ENSG00000104872	PIH1D1
ENSFCAG00000038430	RBM48	RNA binding motif protein 48 [Source:NCBI gene;Acc:101084272]	protein_coding	A2:97631594-97638696	ENSG00000127993	RBM48
ENSFCAG00000030970	SIX5	SIX homeobox 5 [Source:NCBI gene;Acc:101082197]	protein_coding	E2:11071395-11075431	ENSG00000177045	SIX5
ENSFCAG00000006610	HYPK	huntingtin interacting protein K [Source:NCBI gene;Acc:101096321]	protein_coding	B3:61810530-61811937	ENSG00000242028	HYPK
ENSFCAG00000007692	C6orf136	chromosome B2 C6orf136 homolog [Source:NCBI gene;Acc:101094177]	protein_coding	B2:31476360-31480113	ENSG00000204564	C6orf136
ENSFCAG00000012871	TMEM67	transmembrane protein 67 [Source:NCBI gene;Acc:101089077]	protein_coding	F2:42696593-42750378	ENSG00000164953	TMEM67
ENSFCAG00000015132	LAMB3	laminin subunit beta 3 [Source:NCBI gene;Acc:101088641]	protein_coding	F1:35413459-35468677	ENSG00000196878	LAMB3
ENSFCAG00000030734	PKP2	plakophilin 2 [Source:NCBI gene;Acc:101091710]	protein_coding	B4:67117713-67212538	ENSG00000057294	PKP2
ENSFCAG00000002198	G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:NCBI gene;Acc:101097770]	protein_coding	E1:44171806-44176208	ENSG00000141349	G6PC3
ENSFCAG00000035340	TYW3	tRNA-yW synthesizing protein 3 homolog [Source:NCBI gene;Acc:101086328]	protein_coding	C1:62757561-62780020	ENSG00000162623	TYW3
ENSFCAG00000028197	CDCA5	cell division cycle associated 5 [Source:NCBI gene;Acc:101083033]	protein_coding	D1:110249175-110255505	ENSG00000146670	CDCA5
ENSFCAG00000032417	TMEM160	transmembrane protein 160 [Source:NCBI gene;Acc:101089663]	protein_coding	E2:10244600-10250580	ENSG00000130748	TMEM160
ENSFCAG00000023285	MIS18A	MIS18 kinetochore protein A [Source:NCBI gene;Acc:101091551]	protein_coding	C2:12963771-12978522	ENSG00000159055	MIS18A
ENSFCAG00000012314	GTDC1	glycosyltransferase like domain containing 1 [Source:NCBI gene;Acc:101096585]	protein_coding	C1:137424309-137721963	ENSG00000121964	GTDC1
ENSFCAG00000027314	GAREM1	GRB2 associated regulator of MAPK1 subtype 1 [Source:NCBI gene;Acc:101086853]	protein_coding	D3:56037832-56242613	ENSG00000141441	GAREM1
ENSFCAG00000014266		phospholipid phosphatase 3 [Source:NCBI gene;Acc:101095760]	protein_coding	C1:46047245-46137712	ENSG00000162407	PLPP3
ENSFCAG00000043281	PPP1R35	protein phosphatase 1 regulatory subunit 35 [Source:NCBI gene;Acc:101099922]	protein_coding	E3:7617375-7618419	ENSG00000160813	PPP1R35
ENSFCAG00000003030	INSR	insulin receptor [Source:NCBI gene;Acc:100127108]	protein_coding	A2:6421801-6566365	ENSG00000171105	INSR
ENSFCAG00000003090			protein_coding	D4:82268479-82300980	<none>	<none>
ENSFCAG00000011305	HACL1	2-hydroxyacyl-CoA lyase 1 [Source:NCBI gene;Acc:101093708]	protein_coding	C2:135148183-135185310	ENSG00000131373	HACL1
ENSFCAG00000002229	DBR1	debranching RNA lariats 1 [Source:NCBI gene;Acc:101093293]	protein_coding	C2:127378229-127390397	ENSG00000138231	DBR1
ENSFCAG00000010109	DRAM2	DNA damage regulated autophagy modulator 2 [Source:NCBI gene;Acc:101093200]	protein_coding	C1:95249924-95276607	ENSG00000156171	DRAM2
ENSFCAG00000014486	TBCK	TBC1 domain containing kinase [Source:NCBI gene;Acc:101090610]	protein_coding	B1:118646182-118880346	ENSG00000145348	TBCK
ENSFCAG00000009257	ATP6V1C2	ATPase H+ transporting V1 subunit C2 [Source:NCBI gene;Acc:101086301]	protein_coding	A3:135147766-135200086	ENSG00000143882	ATP6V1C2
ENSFCAG00000007888	RIN3	Ras and Rab interactor 3 [Source:NCBI gene;Acc:101087162]	protein_coding	B3:138034187-138118063	ENSG00000100599	RIN3
ENSFCAG00000023881	MFSD13A	major facilitator superfamily domain containing 13A [Source:NCBI gene;Acc:101081576]	protein_coding	D2:62894938-62907968	ENSG00000138111	MFSD13A
ENSFCAG00000025567	CEP162	centrosomal protein 162 [Source:NCBI gene;Acc:101087232]	protein_coding	B2:78435943-78551895	ENSG00000135315	CEP162
ENSFCAG00000004033	CCNQ	cyclin Q [Source:NCBI gene;Acc:101087461]	protein_coding	X:128572284-128583798	ENSG00000262919	CCNQ
ENSFCAG00000002756	ABHD15	abhydrolase domain containing 15 [Source:NCBI gene;Acc:101083556]	protein_coding	E1:17332033-17337956	ENSG00000168792	ABHD15
ENSFCAG00000035562	VTI1A	vesicle transport through interaction with t-SNAREs 1A [Source:NCBI gene;Acc:101095380]	protein_coding	D2:71648664-71997782	ENSG00000151532	VTI1A
ENSFCAG00000044797	MTERF1	mitochondrial transcription termination factor 1 [Source:NCBI gene;Acc:101085280]	protein_coding	A2:97027683-97035749	ENSG00000127989	MTERF1
ENSFCAG00000000829	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1 [Source:NCBI gene;Acc:101101431]	protein_coding	E2:15401258-15417746	ENSG00000104814	MAP4K1
ENSFCAG00000010535	TADA1	transcriptional adaptor 1 [Source:NCBI gene;Acc:111558330]	protein_coding	F1:11686790-11702910	ENSG00000152382	TADA1
ENSFCAG00000015606	KBTBD3	kelch repeat and BTB domain containing 3 [Source:NCBI gene;Acc:101087263]	protein_coding	D1:4183168-4217647	ENSG00000182359	KBTBD3
ENSFCAG00000028573	DYNC2H1	dynein cytoplasmic 2 heavy chain 1 [Source:NCBI gene;Acc:101082005]	protein_coding	D1:1667114-2010555	ENSG00000187240	DYNC2H1
ENSFCAG00000008402	ARHGAP44	Rho GTPase activating protein 44 [Source:NCBI gene;Acc:101086932]	protein_coding	E1:6848469-7029276	ENSG00000006740	ARHGAP44
ENSFCAG00000010620			protein_coding	B1:207013530-207030886	<none>	<none>
ENSFCAG00000031322	ERCC6	ERCC excision repair 6, chromatin remodeling factor [Source:NCBI gene;Acc:101092399]	protein_coding	D2:49319277-49397880	ENSG00000225830	ERCC6
ENSFCAG00000031927	TRUB1	TruB pseudouridine synthase family member 1 [Source:NCBI gene;Acc:101082697]	protein_coding	D2:73904462-73942393	ENSG00000165832	TRUB1
ENSFCAG00000040628		zinc finger protein 583 [Source:NCBI gene;Acc:102900591]	protein_coding	E2:2505188-2512270	ENSG00000198440	ZNF583
ENSFCAG00000004739	FAM104A	family with sequence similarity 104 member A [Source:NCBI gene;Acc:101091486]	protein_coding	E1:55521421-55537184	ENSG00000133193	FAM104A
ENSFCAG00000011925	MROH8	maestro heat like repeat family member 8 [Source:NCBI gene;Acc:101095646]	protein_coding	A3:22618283-22668110	ENSG00000101353	MROH8
ENSFCAG00000024244	ADCY9	adenylate cyclase 9 [Source:NCBI gene;Acc:101095942]	protein_coding	E3:41153672-41283615	ENSG00000162104	ADCY9
ENSFCAG00000013681	DAGLA	diacylglycerol lipase alpha [Source:NCBI gene;Acc:101082946]	protein_coding	D1:107698199-107761559	ENSG00000134780	DAGLA
ENSFCAG00000011343	IGSF3	immunoglobulin superfamily member 3 [Source:NCBI gene;Acc:101083953]	protein_coding	C1:100106212-100200569	ENSG00000143061	IGSF3
ENSFCAG00000022098	TBC1D8B	TBC1 domain family member 8B [Source:NCBI gene;Acc:101084266]	protein_coding	X:89322834-89382760	ENSG00000133138	TBC1D8B
ENSFCAG00000026859		sperm antigen with calponin homology and coiled-coil domains 1 like [Source:NCBI gene;Acc:101080485]	protein_coding	D3:19577996-19718769	ENSG00000100014	SPECC1L
ENSFCAG00000002677	WDFY1	WD repeat and FYVE domain containing 1 [Source:NCBI gene;Acc:101084981]	protein_coding	C1:208283239-208329190	ENSG00000085449	WDFY1
ENSFCAG00000024492	ZNF655	zinc finger protein 655 [Source:NCBI gene;Acc:101087288]	protein_coding	E3:6828187-6840575	ENSG00000197343	ZNF655
ENSFCAG00000001663	SLC25A35	solute carrier family 25 member 35 [Source:NCBI gene;Acc:101080839]	protein_coding	E1:3059079-3063315	ENSG00000125434	SLC25A35
ENSFCAG00000046275			protein_coding	B1:98712830-98725255	<none>	<none>
ENSFCAG00000002273	KSR2	kinase suppressor of ras 2 [Source:NCBI gene;Acc:101091904]	protein_coding	D3:14346635-14774619	ENSG00000171435	KSR2
ENSFCAG00000012337	EPN3	epsin 3 [Source:NCBI gene;Acc:101099004]	protein_coding	E1:37151370-37157226	ENSG00000049283	EPN3
ENSFCAG00000028099	WDR38	WD repeat domain 38 [Source:NCBI gene;Acc:101081506]	protein_coding	D4:85913892-85918353	ENSG00000136918	WDR38
ENSFCAG00000024766	CEP85L	centrosomal protein 85 like [Source:NCBI gene;Acc:101098712]	protein_coding	B2:109635856-109807727	ENSG00000111860	CEP85L
ENSFCAG00000003326	CEP97	centrosomal protein 97 [Source:NCBI gene;Acc:101095602]	protein_coding	C2:49492656-49522484	ENSG00000182504	CEP97
ENSFCAG00000002081	GLI1	GLI family zinc finger 1 [Source:NCBI gene;Acc:101092697]	protein_coding	B4:85915626-85926679	ENSG00000111087	GLI1
ENSFCAG00000007005	SEMA3F	semaphorin 3F [Source:NCBI gene;Acc:101091515]	protein_coding	A2:19090509-19120204	ENSG00000001617	SEMA3F
ENSFCAG00000026006		NLR family apoptosis inhibitory protein [Source:NCBI gene;Acc:101090330]	protein_coding	A1:138471591-138507047	<none>	<none>
ENSFCAG00000012609	FZD7	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]	protein_coding	C1:188981897-188983621	ENSG00000155760	FZD7
ENSFCAG00000013612	FGFR1	fibroblast growth factor receptor 1 [Source:NCBI gene;Acc:101086055]	protein_coding	B1:46388986-46442112	ENSG00000077782	FGFR1
ENSFCAG00000018587	IL1RAP	interleukin 1 receptor accessory protein [Source:NCBI gene;Acc:101094125]	protein_coding	C2:79660918-79710057	ENSG00000196083	IL1RAP
